user_id,name,age,gender,location,signup_date,subscription_plan,device_type
a30a7177-e1a6-42bd-b2dc-cf578b39d4e8,Angelia Ebbett,59,Female,Luxembourg,1/13/2023,Premium,Desktop
6aa503c8-25bd-4f12-bfd8-e4648ab97512,Madalena Izacenko,66,Agender,South Africa,12/20/2022,Super,Mobile
bc7304b7-7f7f-4f90-82f2-c219b5f1b3b4,Isacco Westgate,89,Male,Poland,5/21/2022,Premium,Desktop
a62c8202-1fdc-4fe1-aa58-c62b4850e943,Lainey Livezey,48,Female,Russia,2/12/2023,Pro,Desktop
88eb6754-0e05-4154-8cf4-a39a9c45e4b0,Reinwald McKeown,48,Male,Brazil,4/2/2022,Pro,Mobile
95afa081-8b77-4665-9e64-bb5fcc9084ae,Marcia Koppeck,72,Female,Dominican Republic,10/16/2022,Premium,Television
eeeacca3-1563-4562-ae85-2e159e52399b,Duff Candy,37,Genderqueer,Morocco,10/21/2022,Pro,Television
c3ad12ac-3bca-4655-89ae-13fc7ddef518,Glenda Vise,12,Female,Philippines,3/30/2022,Super,Desktop
7b5998e3-abe5-476d-90d0-22c7ab9514ba,Blanca Fumagalli,59,Female,Portugal,9/1/2022,Pro,Desktop
c4c667a7-6352-40ec-a7a8-73f29c470bbc,Andris Stebles,82,Male,Estonia,3/29/2022,Pro,Television
52458669-c75c-47c5-b4f1-00b618173c6c,Oran Sincock,31,Male,Russia,9/20/2022,Super,Desktop
c44ddf4c-d699-482c-b08b-b1d53ef8d2b7,Maudie Magister,67,Female,China,8/10/2022,Pro,Desktop
126fd7de-347f-4285-8bfe-16d4cd88a970,Karmen Deacon,64,Female,Cameroon,2/20/2023,Premium,Desktop
582113e7-cc42-45a7-88ef-d2214afff9b2,Gerry Barnham,28,Female,Philippines,6/1/2022,Premium,Mobile
f35ed992-f660-4560-a204-4a5aa602f6db,Pavla Lindenstrauss,97,Female,Ecuador,7/12/2022,Premium,Television
59a8ed1d-a062-4134-9014-7213a0604526,Allys Janks,20,Female,Portugal,7/1/2022,Super,Desktop
eb9413a7-c999-4a8a-accd-fdd1890a6b17,Thoma Floyed,67,Male,Indonesia,12/3/2022,Premium,Desktop
d8d95685-e39b-4c29-a4e8-1059fd5d84cd,Betti Deport,97,Female,China,1/29/2023,Pro,Desktop
a9eddfc7-6ba2-4de3-a3fc-974743c26bcd,Galvin Dellar,17,Male,China,12/2/2022,Premium,Television
d6f51531-26c7-4f44-bae0-389c74b4b218,Faber Rickford,44,Male,China,7/18/2022,Super,Desktop
a1194578-c07e-40f2-a4aa-f761f57bb0b1,Peterus Cunnow,50,Male,France,10/18/2022,Premium,Mobile
b324834a-ea62-419f-8fef-35d3f5ed85dd,Ezri Riguard,19,Male,China,12/22/2022,Super,Mobile
13603e6e-94ca-465e-be5b-f56f82dce92b,Scotty Botham,56,Male,Nigeria,4/30/2022,Pro,Television
3e726ce7-f117-4f4b-9575-c10cc6817431,Persis Sculley,44,Female,China,12/9/2022,Pro,Desktop
510080c5-2193-4c61-8fb9-ab10cc664904,Pandora Hartnell,96,Female,Philippines,6/14/2022,Super,Mobile
d8b7a8dd-65ff-40e8-8a2d-05134d78783c,Brunhilda Borzone,63,Female,Sweden,9/6/2022,Premium,Mobile
8c4e84b4-4be3-49eb-8850-7c1bdb613291,Dorthy Kedslie,80,Female,Greece,2/13/2023,Premium,Mobile
c7bbe438-43db-47b8-a99c-9c695e19cb9a,Kelci O'Keenan,92,Genderqueer,Morocco,1/1/2023,Premium,Television
3d12b86c-2778-4dbd-bf39-cd22327ec8c8,Hobard Schindler,90,Male,Iraq,6/4/2022,Pro,Mobile
e8c256b5-fd89-4950-a263-2e9f9a50f666,Wrennie Laurie,31,Female,China,5/10/2022,Pro,Mobile
bd34f82a-1e19-4b20-b29a-1736d9ab209c,Maddy Grayshon,53,Male,Colombia,8/29/2022,Premium,Television
eb1347b7-7d51-4984-9e5d-fd872fdcb55c,Raynard Leneve,89,Male,China,12/8/2022,Pro,Desktop
201806de-ab76-4d45-8e95-68a27a3c65d8,Kermy Chansonne,26,Male,Brazil,7/28/2022,Premium,Television
3485ca71-83df-4f79-8495-90f70c2f8645,Cassandry Radden,12,Female,Tunisia,6/1/2022,Pro,Television
0dd24244-461b-400b-96ca-c76a8e9da647,Archibaldo Chopping,85,Male,Serbia,6/9/2022,Pro,Television
609fc215-91d2-4fd4-967d-736a6b565a39,Dulcinea Parke,4,Female,Indonesia,9/9/2022,Premium,Desktop
b76a6669-9683-4026-a54d-8c16ecbffdec,Laurette Filer,19,Female,South Korea,11/14/2022,Pro,Mobile
0702ecff-3677-4552-a232-e78e36affc30,Carlie Rodolico,50,Male,Philippines,4/8/2022,Super,Television
194faddc-2adf-4005-898b-a93dd4e86a6d,Burtie Asprey,45,Male,Argentina,7/29/2022,Pro,Television
fab88b7b-2345-4cd2-abb3-61b0b6016b76,Sibley Burmingham,44,Female,Peru,7/8/2022,Pro,Desktop
50da2eea-df56-470e-b6a9-6ae93ced71e2,Brittan Dufore,95,Female,Indonesia,10/6/2022,Super,Television
46e4f889-9c7a-409c-8a3f-e44d5fb1c391,Mickie Ianne,37,Male,Russia,11/5/2022,Pro,Desktop
aaac7686-878e-4e61-a670-c238b7eae1ea,Nita Sunner,88,Female,Ukraine,5/10/2022,Pro,Television
9524dae3-9855-4fa0-b752-93937b78929a,Brita Keatch,73,Female,Indonesia,12/4/2022,Pro,Television
d033a758-6ca0-4589-bf34-ba3b65210d71,Rivkah Thirwell,79,Female,Russia,10/20/2022,Super,Television
ec4d34bb-ffca-4a3d-a153-058d85e82959,Verla Licciardo,35,Female,Australia,6/30/2022,Pro,Mobile
abfc2e50-bc51-4ab1-9b4d-0440e50574db,Cullen Jermey,48,Male,Portugal,8/20/2022,Super,Desktop
1b6021af-def1-4a98-b3fb-7dc0e6f0502e,Adella Verheijden,65,Female,Cameroon,5/5/2022,Pro,Mobile
9ba916b0-3fe7-454c-a923-e37cd9db0cbb,Grayce Potte,20,Female,Philippines,9/30/2022,Super,Television
b3d16ce8-8b84-4d5c-9a6d-65643f3ff0f0,Aidan Dibley,54,Female,Portugal,3/10/2023,Premium,Mobile
a1ba3a1a-6cbf-4401-94b8-56d6a388a67b,Lauritz Reedyhough,10,Male,Sweden,1/6/2023,Premium,Television
bfd4b724-2adc-4b6d-bffe-ee1d31c7b367,Brear Tinmouth,22,Female,Brazil,12/14/2022,Premium,Mobile
2816cfad-ecdc-4cdf-a829-dda82ecd4b12,Granger O'Meara,44,Male,Afghanistan,4/27/2022,Pro,Mobile
31407506-de51-4208-8086-86ac9c0d2fe6,Codi Whitsun,38,Female,Canada,9/24/2022,Super,Television
045d679f-0f55-4ca6-84af-b77c6b57f966,Elwira Gipp,90,Female,Indonesia,2/9/2023,Super,Television
6edc05fe-703c-4f4b-8602-d32d3a3187aa,Mireielle Wellan,49,Female,Indonesia,9/9/2022,Pro,Television
5409cd34-7153-4b84-86c6-f36a4b9d4a6d,Elaine Rohlfs,51,Female,Botswana,12/3/2022,Super,Mobile
ed26ef9d-cf10-489f-b7e3-10428def162b,Merry Tither,84,Male,Myanmar,7/15/2022,Premium,Desktop
ac12d908-0db6-47d4-bde0-ae9bcc82c3b0,Alvis A'Barrow,99,Male,Philippines,10/21/2022,Pro,Desktop
11ea79a7-0b87-4561-87a8-b74ca248bced,Connie Stallen,57,Female,China,5/12/2022,Super,Mobile
d761ce9f-8c59-4c27-8a9f-282fbb2d4908,Erin Pietroni,62,Female,Indonesia,12/11/2022,Super,Desktop
2acb9c59-191d-4d75-84e2-3cdd9771fff5,Gearard Criple,4,Male,Poland,5/12/2022,Premium,Television
15a31f8c-725f-4a91-9cad-bef2f529c988,Xavier Dolby,21,Male,Brazil,4/20/2022,Premium,Desktop
d2552890-bf20-4412-b465-138433c6ca5f,Abdel Raise,22,Male,Ukraine,9/8/2022,Pro,Desktop
0b57030f-41a6-4850-ae48-484a3120845b,Alyce Unsworth,64,Female,Latvia,5/23/2022,Pro,Mobile
7ea5754a-086d-4e34-8f6b-db4c7ec5a391,Ianthe Hegden,50,Female,Ukraine,2/13/2023,Premium,Desktop
b2a715ca-da79-4a49-9821-b712e6c50216,Wilhelmina Bonnefin,42,Female,Ukraine,12/27/2022,Super,Desktop
f180fbfc-42f0-430e-881c-1ecdc9b4d825,Corine Aleksic,96,Polygender,United States,12/10/2022,Pro,Television
804e0171-4291-4784-a66e-6f2a6855b014,Sacha Bramble,21,Agender,China,8/27/2022,Premium,Desktop
13f2a8ca-06fe-4c2a-9006-2f8c4b4b69c8,Vanna Cotman,13,Non-binary,Indonesia,11/18/2022,Super,Mobile
e5fb9702-d645-4870-9e89-6826a8fbb16a,Amalia Wilcocks,78,Polygender,Brazil,8/1/2022,Premium,Mobile
09ddd969-bf7c-4dd9-8b68-8f0fa724816b,Anabel Northeast,57,Genderfluid,Sweden,9/14/2022,Pro,Television
6fc7c275-8098-4213-a7dd-348f612a2317,Gilbert Fierman,16,Male,Indonesia,1/14/2023,Super,Desktop
2630a254-16ea-444d-ab99-821a7276e77f,Kass Andriveau,97,Female,Paraguay,3/27/2022,Super,Desktop
ace64480-9ab6-4551-b4c9-36bd871d73e5,Dorry Urwen,55,Female,Switzerland,7/22/2022,Super,Desktop
1b7ddcf8-c910-481d-aeaf-26ba05cfa8c8,Batholomew Adelberg,74,Polygender,Colombia,8/7/2022,Pro,Television
b65968b8-4eac-4b65-82bc-eeb13b1b58ec,Chrisse Tappor,9,Male,Indonesia,7/25/2022,Premium,Television
c6f6025d-9032-44df-8059-c14777804405,Madelin Dilnot,61,Female,China,11/16/2022,Pro,Desktop
c1df6b57-5ae8-490b-a167-30a082b52e77,Fredra Righy,90,Female,Russia,10/13/2022,Super,Television
516f5a5e-2713-4a68-95b5-6061cc74c621,Charil Annis,73,Female,Indonesia,5/7/2022,Premium,Desktop
e868aead-0ffe-41af-bf47-6ce5614eac8b,Arin Rudsdale,61,Male,Nigeria,3/28/2022,Super,Desktop
a3304041-0976-4ec5-861c-4cd44d9ae0b9,Rowney Lofthouse,1,Male,Russia,6/21/2022,Super,Television
071e3cde-46d0-48e7-bafc-4f36b185508a,Gilbertine Beckmann,2,Female,Colombia,12/6/2022,Premium,Desktop
f0e1b300-2a74-4dfd-8603-78fed84ff659,Melony Parades,6,Female,Democratic Republic of the Congo,9/6/2022,Premium,Mobile
ef9f278b-cec7-491b-9273-28fd9a87bab0,Mirilla Hawkshaw,58,Female,Thailand,9/12/2022,Pro,Television
1067f2c2-1636-4914-bc9f-97a2972a8373,Trudie Iveagh,56,Female,Iran,4/21/2022,Super,Mobile
cecb94b7-6cdf-4f71-ab69-17d4d07506e6,Thaddus Townshend,61,Male,Lithuania,2/28/2023,Pro,Television
d446067b-18eb-4818-a8e6-3c7beabc5d4a,Candide Weedall,7,Female,Sweden,1/4/2023,Pro,Mobile
425cd89b-2100-4a56-98ad-a9ae56f2b01c,Esme Delaney,24,Bigender,China,9/12/2022,Super,Desktop
f254f137-11f3-4115-9f36-63b40706afa7,Myrtie Couvet,77,Female,Spain,2/25/2023,Premium,Desktop
36172db0-d741-4dd7-8a51-35adc66b01ce,Edsel Francey,11,Male,Canada,5/21/2022,Super,Mobile
055ffc2d-7e65-4e76-a4ad-734281cc0f69,Regan Bangiard,92,Female,South Africa,8/31/2022,Premium,Mobile
8051a38c-c3f7-4905-8001-04b82135077e,Thomas Artiss,100,Male,China,9/28/2022,Super,Desktop
31dba40a-6760-4b82-8d6e-30ac9383897a,Haily Meins,26,Agender,China,12/30/2022,Pro,Mobile
43c02a09-cb60-47bb-82ff-91added5f6ef,Wit Lindhe,17,Male,Norway,8/15/2022,Pro,Television
f2057c97-e935-4d9a-a521-4631207ac17e,Stacey Keefe,94,Female,Iran,12/13/2022,Premium,Television
e1d7f7bb-56f9-47bd-8840-71ea54b64c5b,Nap Aberkirder,14,Male,Vietnam,7/1/2022,Premium,Television
8a01de83-a1ca-4422-9131-c16e8787f862,Mateo Sedgebeer,57,Male,Canada,9/27/2022,Super,Mobile
2286bd35-a347-472a-aae2-d7b126b7c30b,Minor Ladds,34,Male,Uruguay,10/21/2022,Premium,Mobile
3eee82d1-9bf0-4c50-9669-347722abbaf2,Suzanna Ralfe,35,Female,Brazil,5/10/2022,Pro,Television
c7e023ba-1643-4306-a1fc-bef605507758,Carolyn Mustin,39,Female,Brazil,9/8/2022,Super,Television
280cf51a-e137-45fa-978f-7050f08401bb,Rorie Sego,32,Female,Iraq,11/19/2022,Super,Desktop
a551164e-40b4-4bea-944f-4c3ff665c453,Clare Verbeke,60,Female,North Korea,12/27/2022,Pro,Desktop
6aa967b7-2a5b-4dfa-9454-1a6836ef43a2,Kriste Tamblingson,56,Female,Sweden,12/18/2022,Pro,Desktop
b6f17e1c-8dd1-487f-8ca9-e141b4334cbb,Hiram Colls,95,Male,United States,4/2/2022,Super,Mobile
4e196b14-bbf2-48a3-a65e-5bcb9ec0a953,Nikolia Faustian,13,Female,United States,7/11/2022,Pro,Desktop
8ac5a011-cc34-497b-aaba-06af2792d47c,Franciskus Lamprey,72,Male,Nigeria,12/17/2022,Pro,Desktop
ad48e582-c26e-4bc5-b2cb-5d677116c410,Bobby Mynott,93,Female,Serbia,10/26/2022,Premium,Mobile
73608e8e-239c-4f05-9248-de61d0690fa3,Seymour Vasyunkin,79,Male,France,8/21/2022,Pro,Mobile
2b2b3a68-8fa7-4d70-91e9-61008fe54d2c,Elisabeth Gerardeaux,43,Genderqueer,Indonesia,1/22/2023,Premium,Television
f90034a8-caf5-4527-a6d9-2ea2c4fc8efc,Chad Patroni,42,Male,Egypt,7/15/2022,Premium,Desktop
aa5f260e-6b24-4cfd-ada6-12459f903d57,Heddi Gledstane,99,Agender,China,3/13/2023,Super,Television
339ab56b-6a11-4bf6-9296-8d2abcc793e6,Staffard Parrington,94,Male,Russia,11/10/2022,Premium,Television
512a921d-e008-4610-9677-06dcc4ff9bf0,Angele Scrogges,93,Female,Ukraine,7/31/2022,Pro,Mobile
a65d71ff-51d3-4ff1-b17a-a3f2109e81a2,Sissie Buttrick,85,Female,China,3/10/2023,Super,Desktop
943afd24-fcda-4db2-b082-30a251e0c1f0,Katleen Paxton,99,Female,Nigeria,12/9/2022,Pro,Desktop
32ad351c-9560-4521-9b8b-3c3c0629ae7c,Gilbert Oxford,23,Male,Jamaica,3/4/2023,Premium,Desktop
bfaf965a-09ce-46ad-8846-48c1abeec8e5,Web Ropkins,25,Male,Panama,5/30/2022,Pro,Desktop
c4ab2dd2-3a26-446e-9f7d-d4af39e08d46,Wendye Chater,87,Female,Finland,6/28/2022,Super,Desktop
53afe043-9f5a-448d-b24a-73bf420f5165,Florinda Vanderplas,56,Female,China,8/24/2022,Premium,Television
c885a515-dab9-47aa-9138-1c080d3cfb0b,Piotr Maro,85,Male,China,11/11/2022,Super,Mobile
ed446cac-0f1c-4459-8944-05b6fdc6f4ea,Candra Kierans,19,Female,Sudan,8/25/2022,Pro,Desktop
2bbae9c8-1828-4111-8f72-6954b1667ce2,Gertie Whittlesee,27,Female,China,12/27/2022,Super,Television
34a5e393-f5ee-496e-b938-8dc91d88fd7f,Felipe Argont,53,Male,China,4/16/2022,Pro,Desktop
0bb1c936-51ab-4a2c-94ec-4ec7bf0fc9ca,Johny Rutland,14,Male,Indonesia,4/28/2022,Super,Television
988ba6d5-f507-46fa-9b2f-d6330ce89521,Ava D'Onisi,34,Female,China,1/20/2023,Pro,Mobile
d48b2efb-d09d-460f-8713-8a5e654a4678,Corine Kacheller,94,Agender,Brazil,4/11/2022,Pro,Desktop
ac6fc439-65fc-4457-b5d8-135ee447a76e,Denise Fer,35,Female,El Salvador,10/6/2022,Premium,Television
b6d23292-56b5-4179-8e3e-012984503c3e,Winfred Sucre,63,Male,China,6/3/2022,Super,Desktop
1dd7734d-16ba-40e0-bde7-f58a10ae428e,Cherye Guarin,48,Female,Nigeria,7/2/2022,Premium,Mobile
cad55982-da6b-48a2-8b8a-81bd005016aa,Porty Mossdale,21,Male,China,3/18/2023,Super,Television
bd85fdd0-55bc-42da-84f0-f3d702ea7737,Tiffie Lum,38,Female,China,5/8/2022,Premium,Television
4154a3f3-ea46-4199-8c89-fcfc923af53f,Gualterio Klement,87,Male,Costa Rica,5/17/2022,Super,Television
6f8e3357-8def-4451-a03a-51cd5a4c587a,Arte Sheehan,65,Male,Canada,5/11/2022,Pro,Mobile
26a20ae5-7a54-43a1-8872-bbdadce243e3,Morly Kimberley,41,Male,Japan,11/20/2022,Pro,Mobile
645b1746-a2f0-418b-a75a-3287b114b4e0,Cletis Crookshank,59,Genderfluid,Indonesia,11/19/2022,Super,Mobile
0f1b0897-8ca8-4310-8288-676862e6872f,Margy Voaden,47,Female,Mexico,12/4/2022,Super,Desktop
ae2de2cd-27d6-4fed-af89-a3d164adeac9,Tanner Fiddian,23,Male,Portugal,7/24/2022,Pro,Desktop
31ade543-1cbe-4176-a5ea-76bfbaf27c7f,Ninetta Blewis,64,Female,Slovenia,11/9/2022,Super,Mobile
486fd6ea-33e6-4fc0-b220-94e28ee7bf2e,Amandi Gwilt,68,Female,Macedonia,12/22/2022,Pro,Desktop
111bb27f-02f9-4ed4-a73e-c187fceee036,Roberto Augustin,1,Male,Czech Republic,8/3/2022,Super,Desktop
d0e09ce0-be19-48cc-ba62-72799eb511c6,Meier Burbank,60,Male,Russia,12/6/2022,Pro,Mobile
4623ee35-9a90-46bd-a21c-5cb224a958af,Virgie Beveredge,99,Male,Italy,5/29/2022,Pro,Television
54aa470f-f26b-45d0-a091-3033549a54be,Zack Elford,5,Male,Indonesia,7/17/2022,Super,Desktop
35738901-4be0-4635-a7cf-36cbd3c9d6ed,Juanita Nichol,56,Genderfluid,Czech Republic,4/25/2022,Super,Desktop
281a1b67-ee65-4a60-89a3-eac4a89d88ec,Teddi Boynes,14,Female,Afghanistan,1/20/2023,Super,Mobile
25fa3a10-9735-4692-b7e5-aaca18473629,Ashton Lincoln,14,Male,Russia,1/12/2023,Super,Mobile
34ab0ced-6081-4ef8-820b-5e21fe1ba345,Harold McAreavey,27,Male,Indonesia,3/11/2023,Super,Television
e7c6ce69-0e0b-4651-9639-1f0ffc2a56c3,Zed Margerrison,55,Male,Indonesia,2/26/2023,Pro,Television
b1bcb03d-f530-4d53-bd18-4fe8e7506e6f,Leodora Edridge,26,Female,Japan,12/27/2022,Premium,Desktop
